FUNCTION,WCC PLAIN,WCC QUANTIZED,CRAP,SKUNK,IGNORED,IS COMPLEX,FUNCTION PATH
"f64_from_parts (547, 559)",0.000,0.000,20.000,16.000,false,false,"/Deserializer<R> (135,1215)/f64_from_parts (547,559)"
"f64_from_parts (562, 595)",7.676,0.853,9.000,0.000,false,false,"/Deserializer<R> (135,1215)/f64_from_parts (562,595)"
"parse_long_integer (600, 635)",0.000,0.000,42.000,24.000,false,true,"/Deserializer<R> (135,1215)/parse_long_integer (600,635)"
"parse_long_integer (640, 661)",3.900,0.650,6.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_long_integer (640,661)"
"parse_long_decimal (665, 684)",0.000,0.000,56.000,28.000,false,true,"/Deserializer<R> (135,1215)/parse_long_decimal (665,684)"
"parse_long_exponent (687, 732)",0.000,0.000,156.000,48.000,false,true,"/Deserializer<R> (135,1215)/parse_long_exponent (687,732)"
"parse_decimal_overflow (739, 755)",0.000,0.000,6.000,8.000,false,false,"/Deserializer<R> (135,1215)/parse_decimal_overflow (739,755)"
"parse_decimal_overflow (760, 776)",3.714,0.929,4.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_decimal_overflow (760,776)"
"parse_exponent_overflow (782, 797)",5.357,1.071,5.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_exponent_overflow (782,797)"
"f64_long_from_parts (800, 820)",0.000,0.000,20.000,16.000,false,false,"/Deserializer<R> (135,1215)/f64_long_from_parts (800,820)"
"parse_any_signed_number (822, 853)",4.583,0.458,13.052,12.500,false,false,"/Deserializer<R> (135,1215)/parse_any_signed_number (822,853)"
"parse_any_number (856, 858)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_any_number (856,858)"
"parse_any_number (861, 877)",0.000,0.000,42.000,24.000,false,true,"/Deserializer<R> (135,1215)/parse_any_number (861,877)"
"scan_or_eof (880, 888)",0.000,0.000,12.000,12.000,false,false,"/Deserializer<R> (135,1215)/scan_or_eof (880,888)"
"scan_integer (891, 913)",0.000,0.000,90.000,36.000,false,true,"/Deserializer<R> (135,1215)/scan_integer (891,913)"
"scan_number (916, 922)",0.000,0.000,20.000,16.000,false,false,"/Deserializer<R> (135,1215)/scan_number (916,922)"
"scan_decimal (925, 947)",0.000,0.000,56.000,28.000,false,true,"/Deserializer<R> (135,1215)/scan_decimal (925,947)"
"scan_exponent (950, 980)",0.000,0.000,56.000,28.000,false,true,"/Deserializer<R> (135,1215)/scan_exponent (950,980)"
"parse_object_colon (982, 991)",2.800,0.700,4.000,0.000,false,false,"/Deserializer<R> (135,1215)/parse_object_colon (982,991)"
"end_seq (993, 1009)",4.529,0.647,7.000,0.000,false,false,"/Deserializer<R> (135,1215)/end_seq (993,1009)"
"end_map (1011, 1021)",3.636,0.727,5.000,0.000,false,false,"/Deserializer<R> (135,1215)/end_map (1011,1021)"
"ignore_value (1023, 1136)",25.318,1.178,45.645,19.380,false,true,"/Deserializer<R> (135,1215)/ignore_value (1023,1136)"
"ignore_integer (1138, 1161)",5.318,0.591,9.192,4.800,false,false,"/Deserializer<R> (135,1215)/ignore_integer (1138,1161)"
"ignore_decimal (1163, 1180)",4.667,0.933,5.007,1.333,false,false,"/Deserializer<R> (135,1215)/ignore_decimal (1163,1180)"
"ignore_exponent (1182, 1203)",4.235,0.706,6.016,1.846,false,false,"/Deserializer<R> (135,1215)/ignore_exponent (1182,1203)"
"deserialize_raw_value (1206, 1214)",0.000,0.000,12.000,12.000,false,false,"/Deserializer<R> (135,1215)/deserialize_raw_value (1206,1214)"
"<anonymous> (722, 722)",0.000,0.000,2.000,4.000,false,false,"/Deserializer<R> (135,1215)/parse_long_exponent (687,732)/<anonymous> (722,722)"
"<anonymous> (368, 368)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<R> (135,1215)/fix_position (367,369)/<anonymous> (368,368)"
"visit (111, 122)",3.750,0.750,5.000,0.000,false,false,"/ParserNumber (110,133)/visit (111,122)"
"invalid_type (124, 132)",2.222,0.444,5.926,6.667,false,false,"/ParserNumber (110,133)/invalid_type (124,132)"
"from_str (89, 91)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<read::StrRead<'a>> (87,92)/from_str (89,91)"
"from_slice (82, 84)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<read::SliceRead<'a>> (80,85)/from_slice (82,84)"
"from_reader (75, 77)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<read::IoRead<R>> (66,78)/from_reader (75,77)"
"new (52, 62)",1.000,1.000,1.000,0.000,false,false,"/Deserializer<R> (40,63)/new (52,62)"
debug.rs,9.600,0.960,10.000,0.000,false,false,tests/debug.rs
"number (4, 11)",1.000,1.000,1.000,0.000,false,false,"/number (4,11)"
"value_null (14, 16)",1.000,1.000,1.000,0.000,false,false,"/value_null (14,16)"
"value_bool (19, 22)",1.000,1.000,1.000,0.000,false,false,"/value_bool (19,22)"
"value_number (25, 29)",1.000,1.000,1.000,0.000,false,false,"/value_number (25,29)"
"value_string (32, 34)",1.000,1.000,1.000,0.000,false,false,"/value_string (32,34)"
"value_array (37, 39)",1.000,1.000,1.000,0.000,false,false,"/value_array (37,39)"
"value_object (42, 44)",1.000,1.000,1.000,0.000,false,false,"/value_object (42,44)"
"error (47, 51)",1.000,1.000,1.000,0.000,false,false,"/error (47,51)"
"indented (65, 68)",1.000,1.000,1.000,0.000,false,false,"/indented (65,68)"
digit.rs,2.500,0.625,4.000,0.000,false,false,src/lexical/digit.rs
"to_digit (7, 9)",1.000,1.000,1.000,0.000,false,false,"/to_digit (7,9)"
"add_digit (13, 15)",1.333,0.667,2.000,0.000,false,false,"/add_digit (13,15)"
error.rs,36.817,0.493,300.269,106.366,false,true,src/error.rs
"make_error (387, 396)",1.000,1.000,1.000,0.000,false,false,"/make_error (387,396)"
"parse_line_col (398, 438)",1.375,0.125,90.945,38.323,false,true,"/parse_line_col (398,438)"
"starts_with_digit (440, 445)",0.000,0.000,20.000,16.000,false,false,"/starts_with_digit (440,445)"
"custom (380, 382)",0.000,0.000,2.000,4.000,false,false,"/Error (378,383)/custom (380,382)"
"custom (364, 366)",1.000,1.000,1.000,0.000,false,false,"/Error (362,376)/custom (364,366)"
"invalid_type (369, 375)",1.429,0.714,2.000,0.000,false,false,"/Error (362,376)/invalid_type (369,375)"
"fmt (351, 359)",1.000,1.000,1.000,0.000,false,false,"/Error (350,360)/fmt (351,359)"
"fmt (335, 345)",1.636,0.818,2.000,0.000,false,false,"/ErrorImpl (334,346)/fmt (335,345)"
"fmt (329, 331)",1.000,1.000,1.000,0.000,false,false,"/Error (328,332)/fmt (329,331)"
"source (320, 325)",0.000,0.000,12.000,12.000,false,false,"/Error (318,326)/source (320,325)"
"fmt (286, 315)",17.633,1.533,23.271,7.360,false,true,"/ErrorCode (285,316)/fmt (286,315)"
"syntax (251, 255)",1.000,1.000,1.000,0.000,false,false,"/Error (249,283)/syntax (251,255)"
"io (262, 270)",1.000,1.000,1.000,0.000,false,false,"/Error (249,283)/io (262,270)"
"fix_position (273, 282)",1.600,0.800,2.000,0.000,false,false,"/Error (249,283)/fix_position (273,282)"
"from (162, 172)",3.182,0.636,5.049,2.500,false,false,"/io::Error (134,173)/from (162,172)"
"line (30, 32)",0.000,0.000,2.000,4.000,false,false,"/Error (25,107)/line (30,32)"
"column (41, 43)",0.000,0.000,2.000,4.000,false,false,"/Error (25,107)/column (41,43)"
"classify (51, 76)",1.346,0.269,5.000,0.000,false,false,"/Error (25,107)/classify (51,76)"
"is_io (80, 82)",1.000,1.000,1.000,0.000,false,false,"/Error (25,107)/is_io (80,82)"
"is_syntax (86, 88)",1.000,1.000,1.000,0.000,false,false,"/Error (25,107)/is_syntax (86,88)"
"is_data (95, 97)",1.000,1.000,1.000,0.000,false,false,"/Error (25,107)/is_data (95,97)"
"is_eof (104, 106)",1.000,1.000,1.000,0.000,false,false,"/Error (25,107)/is_eof (104,106)"
errors.rs,10.723,0.894,12.002,1.116,false,false,src/lexical/errors.rs
"nearest_error_is_accurate (26, 49)",4.500,1.500,3.000,0.000,false,false,"/nearest_error_is_accurate (26,49)"
"error_scale (53, 55)",1.000,1.000,1.000,0.000,false,false,"/u64 (51,133)/error_scale (53,55)"
"error_halfscale (58, 60)",1.000,1.000,1.000,0.000,false,false,"/u64 (51,133)/error_halfscale (58,60)"
"error_is_accurate (63, 132)",3.600,1.200,3.001,0.632,false,false,"/u64 (51,133)/error_is_accurate (63,132)"
exponent.rs,3.000,1.000,3.000,0.000,false,false,tests/lexical/exponent.rs
"scientific_exponent_test (6, 38)",1.038,1.038,1.000,0.000,false,false,"/scientific_exponent_test (6,38)"
"mantissa_exponent_test (41, 54)",1.000,1.000,1.000,0.000,false,false,"/mantissa_exponent_test (41,54)"
exponent.rs,4.667,0.667,7.005,1.333,false,false,src/lexical/exponent.rs
"into_i32 (10, 16)",1.143,0.571,2.032,1.600,false,false,"/into_i32 (10,16)"
"scientific_exponent (24, 36)",1.692,0.846,2.000,0.000,false,false,"/scientific_exponent (24,36)"
"mantissa_exponent (44, 50)",1.429,0.714,2.000,0.000,false,false,"/mantissa_exponent (44,50)"
float.rs,20.670,1.148,18.000,0.000,false,false,tests/lexical/float.rs
"check_normalize (9, 19)",1.000,1.000,1.000,0.000,false,false,"/check_normalize (9,19)"
"normalize_test (22, 82)",2.905,2.905,1.000,0.000,false,true,"/normalize_test (22,82)"
"check_round_to_f32 (86, 96)",1.000,1.000,1.000,0.000,false,false,"/check_round_to_f32 (86,96)"
"round_to_f32_test (99, 125)",2.700,2.700,1.000,0.000,false,true,"/round_to_f32_test (99,125)"
"check_round_to_f64 (127, 137)",1.000,1.000,1.000,0.000,false,false,"/check_round_to_f64 (127,137)"
"round_to_f64_test (140, 185)",2.875,2.875,1.000,0.000,false,true,"/round_to_f64_test (140,185)"
"assert_normalized_eq (187, 191)",1.000,1.000,1.000,0.000,false,false,"/assert_normalized_eq (187,191)"
"from_float (194, 205)",2.000,1.000,2.000,0.000,false,false,"/from_float (194,205)"
"to_f32_test (246, 329)",2.000,1.000,2.000,0.000,false,false,"/to_f32_test (246,329)"
"to_f64_test (332, 470)",2.000,1.000,2.000,0.000,false,false,"/to_f64_test (332,470)"
"check_mul (474, 477)",1.000,1.000,1.000,0.000,false,false,"/check_mul (474,477)"
"mul_test (480, 525)",1.105,1.105,1.000,0.000,false,false,"/mul_test (480,525)"
"check_imul (527, 530)",1.000,1.000,1.000,0.000,false,false,"/check_imul (527,530)"
"imul_test (533, 581)",1.098,1.098,1.000,0.000,false,false,"/imul_test (533,581)"
float.rs,13.958,0.821,17.000,0.000,false,false,src/lexical/float.rs
"from_float (143, 151)",1.000,1.000,1.000,0.000,false,false,"/from_float (143,151)"
"into_float (160, 183)",5.400,0.900,6.000,0.000,false,false,"/into_float (160,183)"
"mul (36, 60)",1.294,1.294,1.000,0.000,false,false,"/ExtendedFloat (21,137)/mul (36,60)"
"imul (66, 68)",1.000,1.000,1.000,0.000,false,false,"/ExtendedFloat (21,137)/imul (66,68)"
"normalize (79, 100)",1.556,0.778,2.000,0.000,false,false,"/ExtendedFloat (21,137)/normalize (79,100)"
"round_to_native (106, 112)",1.000,1.000,1.000,0.000,false,false,"/ExtendedFloat (21,137)/round_to_native (106,112)"
"from_float (118, 120)",1.000,1.000,1.000,0.000,false,false,"/ExtendedFloat (21,137)/from_float (118,120)"
"into_float (126, 129)",1.000,1.000,1.000,0.000,false,false,"/ExtendedFloat (21,137)/into_float (126,129)"
"into_downward_float (133, 136)",1.000,1.000,1.000,0.000,false,false,"/ExtendedFloat (21,137)/into_downward_float (133,136)"
from.rs,1.273,0.030,1482.889,157.043,false,true,src/value/from.rs
"from (267, 269)",0.000,0.000,2.000,4.000,false,false,"/Value (256,270)/from (267,269)"
"from_iter (247, 253)",0.000,0.000,6.000,8.000,false,false,"/Value (236,254)/from_iter (247,253)"
"<anonymous> (250, 250)",0.000,0.000,2.000,4.000,false,false,"/Value (236,254)/from_iter (247,253)/<anonymous> (250,250)"
"from_iter (231, 233)",0.000,0.000,2.000,4.000,false,false,"/Value (206,234)/from_iter (231,233)"
"from (201, 203)",0.000,0.000,2.000,4.000,false,false,"/Value (190,204)/from (201,203)"
"from (185, 187)",0.000,0.000,2.000,4.000,false,false,"/Value (174,188)/from (185,187)"
"from (169, 171)",0.000,0.000,2.000,4.000,false,false,"/Value (157,172)/from (169,171)"
"from (152, 154)",0.000,0.000,2.000,4.000,false,false,"/Value (141,155)/from (152,154)"
"from (136, 138)",0.000,0.000,2.000,4.000,false,false,"/Value (116,139)/from (136,138)"
"from (111, 113)",0.000,0.000,2.000,4.000,false,false,"/Value (100,114)/from (111,113)"
"from (95, 97)",0.000,0.000,2.000,4.000,false,false,"/Value (84,98)/from (95,97)"
"from (79, 81)",0.000,0.000,2.000,4.000,false,false,"/Value (68,82)/from (79,81)"
"from (63, 65)",0.000,0.000,2.000,4.000,false,false,"/Value (52,66)/from (63,65)"
"from (47, 49)",0.000,0.000,2.000,4.000,false,false,"/Value (36,50)/from (47,49)"
index.rs,5.328,0.086,2433.974,211.135,false,true,src/value/index.rs
"index_mut (255, 257)",0.000,0.000,2.000,4.000,false,false,"/Value (218,258)/index_mut (255,257)"
"index (212, 215)",1.000,1.000,1.000,0.000,false,false,"/Value (178,216)/index (212,215)"
"fmt (147, 156)",0.000,0.000,56.000,28.000,false,true,"/Type<'a> (146,157)/fmt (147,156)"
"index_into (123, 125)",1.000,1.000,1.000,0.000,false,false,"/&'a T (119,132)/index_into (123,125)"
"index_into_mut (126, 128)",0.000,0.000,2.000,4.000,false,false,"/&'a T (119,132)/index_into_mut (126,128)"
"index_or_insert (129, 131)",0.000,0.000,2.000,4.000,false,false,"/&'a T (119,132)/index_or_insert (129,131)"
"index_into (108, 110)",0.000,0.000,2.000,4.000,false,false,"/String (107,117)/index_into (108,110)"
"index_into_mut (111, 113)",0.000,0.000,2.000,4.000,false,false,"/String (107,117)/index_into_mut (111,113)"
"index_or_insert (114, 116)",0.000,0.000,2.000,4.000,false,false,"/String (107,117)/index_or_insert (114,116)"
"index_into (84, 89)",2.000,0.667,3.072,2.400,false,false,"/str (83,105)/index_into (84,89)"
"index_into_mut (90, 95)",0.000,0.000,12.000,12.000,false,false,"/str (83,105)/index_into_mut (90,95)"
"index_or_insert (96, 104)",0.000,0.000,20.000,16.000,false,false,"/str (83,105)/index_or_insert (96,104)"
"index_into (55, 60)",0.000,0.000,12.000,12.000,false,false,"/usize (54,81)/index_into (55,60)"
"index_into_mut (61, 66)",0.000,0.000,12.000,12.000,false,false,"/usize (54,81)/index_into_mut (61,66)"
"index_or_insert (67, 80)",0.000,0.000,20.000,16.000,false,false,"/usize (54,81)/index_or_insert (67,80)"
"<anonymous> (71, 76)",0.000,0.000,2.000,4.000,false,false,"/usize (54,81)/index_or_insert (67,80)/<anonymous> (71,76)"
issue520.rs,1.875,0.625,3.000,0.000,false,false,tests/regression/issue520.rs
"test (12, 20)",2.000,1.000,2.000,0.000,false,false,"/test (12,20)"
issue795.rs,10.833,0.833,13.057,3.628,false,false,tests/regression/issue795.rs
"test (51, 57)",1.000,1.000,1.000,0.000,false,false,"/test (51,57)"
"deserialize (13, 47)",9.900,1.100,9.015,2.057,false,false,"/Enum (12,48)/deserialize (13,47)"
"expecting (22, 24)",0.333,0.333,1.296,2.667,false,false,"/Enum (12,48)/deserialize (13,47)/EnumVisitor (19,44)/expecting (22,24)"
"visit_enum (26, 32)",2.000,1.000,2.000,0.000,false,false,"/Enum (12,48)/deserialize (13,47)/EnumVisitor (19,44)/visit_enum (26,32)"
"visit_map (34, 43)",3.000,1.000,3.000,0.000,false,false,"/Enum (12,48)/deserialize (13,47)/EnumVisitor (19,44)/visit_map (34,43)"
issue845.rs,4.790,0.532,9.797,7.714,false,false,tests/regression/issue845.rs
"deserialize_integer_or_string (46, 57)",1.000,1.000,1.000,0.000,false,false,"/deserialize_integer_or_string (46,57)"
"test (66, 72)",1.167,1.167,1.000,0.000,false,false,"/test (66,72)"
"expecting (20, 22)",0.000,0.000,2.000,4.000,false,false,"/NumberVisitor<T> (11,44)/expecting (20,22)"
"visit_u64 (24, 29)",1.000,1.000,1.000,0.000,false,false,"/NumberVisitor<T> (11,44)/visit_u64 (24,29)"
"visit_i64 (31, 36)",0.000,0.000,2.000,4.000,false,false,"/NumberVisitor<T> (11,44)/visit_i64 (31,36)"
"visit_str (38, 43)",1.000,1.000,1.000,0.000,false,false,"/NumberVisitor<T> (11,44)/visit_str (38,43)"
iter.rs,7.137,0.549,13.000,0.000,false,false,src/iter.rs
"next (54, 69)",3.438,0.688,5.000,0.000,false,false,"/LineColIterator<I> (48,70)/next (54,69)"
"new (26, 33)",1.000,1.000,1.000,0.000,false,false,"/LineColIterator<I> (22,46)/new (26,33)"
"line (35, 37)",1.000,1.000,1.000,0.000,false,false,"/LineColIterator<I> (22,46)/line (35,37)"
"col (39, 41)",1.000,1.000,1.000,0.000,false,false,"/LineColIterator<I> (22,46)/col (39,41)"
"byte_offset (43, 45)",1.000,1.000,1.000,0.000,false,false,"/LineColIterator<I> (22,46)/byte_offset (43,45)"
lexical.rs,0.024,0.024,1.000,0.000,false,false,tests/lexical.rs
lib.rs,0.021,0.010,2.000,0.000,false,false,src/lib.rs
map.rs,17.574,0.149,6375.170,361.532,false,true,src/map.rs
"into_iter (877, 881)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (873,882)/into_iter (877,881)"
"into_iter (852, 856)",0.000,0.000,2.000,4.000,false,false,"/&'a mut Map<String, Value> (848,857)/into_iter (852,856)"
"into_iter (827, 831)",1.000,1.000,1.000,0.000,false,false,"/&'a Map<String, Value> (823,832)/into_iter (827,831)"
"key (687, 689)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/key (687,689)"
"get (711, 713)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/get (711,713)"
"get_mut (737, 739)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/get_mut (737,739)"
"into_mut (763, 765)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/into_mut (763,765)"
"insert (789, 791)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/insert (789,791)"
"remove (813, 818)",0.000,0.000,2.000,4.000,false,false,"/OccupiedEntry<'a> (666,819)/remove (813,818)"
"key (637, 639)",0.000,0.000,2.000,4.000,false,false,"/VacantEntry<'a> (618,664)/key (637,639)"
"insert (661, 663)",0.000,0.000,2.000,4.000,false,false,"/VacantEntry<'a> (618,664)/insert (661,663)"
"key (532, 537)",0.000,0.000,12.000,12.000,false,false,"/Entry<'a> (523,616)/key (532,537)"
"or_insert (552, 557)",0.000,0.000,12.000,12.000,false,false,"/Entry<'a> (523,616)/or_insert (552,557)"
"or_insert_with (573, 581)",0.000,0.000,12.000,12.000,false,false,"/Entry<'a> (523,616)/or_insert_with (573,581)"
"and_modify (604, 615)",0.000,0.000,12.000,12.000,false,false,"/Entry<'a> (523,616)/and_modify (604,615)"
"extend (445, 450)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (444,451)/extend (445,450)"
"from_iter (434, 441)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (433,442)/from_iter (434,441)"
"deserialize (392, 430)",0.000,0.000,56.000,28.000,false,true,"/Map<String, Value> (390,431)/deserialize (392,430)"
"expecting (401, 403)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (390,431)/deserialize (392,430)/Visitor (398,427)/expecting (401,403)"
"visit_unit (406, 411)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (390,431)/deserialize (392,430)/Visitor (398,427)/visit_unit (406,411)"
"visit_map (415, 426)",0.000,0.000,6.000,8.000,false,false,"/Map<String, Value> (390,431)/deserialize (392,430)/Visitor (398,427)/visit_map (415,426)"
"serialize (377, 387)",0.000,0.000,6.000,8.000,false,false,"/Map<String, Value> (375,388)/serialize (377,387)"
"fmt (369, 371)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (367,372)/fmt (369,371)"
"index_mut (362, 364)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (357,365)/index_mut (362,364)"
"index (341, 343)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (334,344)/index (341,343)"
"eq (311, 313)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (309,314)/eq (311,313)"
"clone (302, 306)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (300,307)/clone (302,306)"
"default (293, 297)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (291,298)/default (293,297)"
"new (38, 42)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/new (38,42)"
"with_capacity (46, 57)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/with_capacity (46,57)"
"clear (61, 63)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/clear (61,63)"
"get (70, 76)",2.000,1.000,2.000,0.000,false,false,"/Map<String, Value> (35,288)/get (70,76)"
"contains_key (83, 89)",0.000,0.000,6.000,8.000,false,false,"/Map<String, Value> (35,288)/contains_key (83,89)"
"get_mut (96, 102)",2.000,1.000,2.000,0.000,false,false,"/Map<String, Value> (35,288)/get_mut (96,102)"
"get_key_value (110, 116)",0.000,0.000,6.000,8.000,false,false,"/Map<String, Value> (35,288)/get_key_value (110,116)"
"insert (125, 127)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/insert (125,127)"
"remove (135, 144)",0.000,0.000,6.000,8.000,false,false,"/Map<String, Value> (35,288)/remove (135,144)"
"remove_entry (151, 194)",0.000,0.000,156.000,48.000,false,true,"/Map<String, Value> (35,288)/remove_entry (151,194)"
"append (198, 205)",2.000,1.000,2.000,0.000,false,false,"/Map<String, Value> (35,288)/append (198,205)"
"entry (209, 222)",0.000,0.000,12.000,12.000,false,false,"/Map<String, Value> (35,288)/entry (209,222)"
"len (226, 228)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/len (226,228)"
"is_empty (232, 234)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/is_empty (232,234)"
"iter (238, 242)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/iter (238,242)"
"iter_mut (246, 250)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/iter_mut (246,250)"
"keys (254, 258)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/keys (254,258)"
"values (262, 266)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/values (262,266)"
"values_mut (270, 274)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/values_mut (270,274)"
"retain (282, 287)",1.000,1.000,1.000,0.000,false,false,"/Map<String, Value> (35,288)/retain (282,287)"
"start_bound (180, 182)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/remove_entry (151,194)/Key<'a, Q> (179,186)/start_bound (180,182)"
"end_bound (183, 185)",0.000,0.000,2.000,4.000,false,false,"/Map<String, Value> (35,288)/remove_entry (151,194)/Key<'a, Q> (179,186)/end_bound (183,185)"
map.rs,6.324,1.265,5.000,0.000,false,false,tests/map.rs
"test_preserve_order (4, 16)",1.444,1.444,1.000,0.000,false,false,"/test_preserve_order (4,16)"
"test_append (19, 36)",1.385,1.385,1.000,0.000,false,false,"/test_append (19,36)"
"test_retain (40, 47)",2.286,1.143,2.000,0.000,false,false,"/test_retain (40,47)"
"<anonymous> (43, 43)",1.000,1.000,1.000,0.000,false,false,"/test_retain (40,47)/<anonymous> (43,43)"
math.rs,16.279,0.958,17.000,0.428,false,false,tests/lexical/math.rs
"from_u32 (22, 24)",0.000,0.000,2.000,4.000,false,false,"/from_u32 (22,24)"
"from_u32 (27, 38)",3.636,0.727,5.034,2.222,false,false,"/from_u32 (27,38)"
"compare_test (41, 85)",1.026,1.026,1.000,0.000,false,false,"/compare_test (41,85)"
"hi64_test (88, 99)",1.000,1.000,1.000,0.000,false,false,"/hi64_test (88,99)"
"bit_length_test (102, 117)",1.000,1.000,1.000,0.000,false,false,"/bit_length_test (102,117)"
"iadd_small_test (120, 148)",1.278,1.278,1.000,0.000,false,false,"/iadd_small_test (120,148)"
"imul_small_test (151, 180)",1.048,1.048,1.000,0.000,false,false,"/imul_small_test (151,180)"
"shl_test (183, 211)",1.038,1.038,1.000,0.000,false,false,"/shl_test (183,211)"
"data (12, 14)",1.000,1.000,1.000,0.000,false,false,"/Bigint (11,19)/data (12,14)"
"data_mut (16, 18)",1.000,1.000,1.000,0.000,false,false,"/Bigint (11,19)/data_mut (16,18)"
math.rs,52.448,0.473,1274.650,202.197,false,true,src/lexical/math.rs
"as_limb (67, 69)",1.000,1.000,1.000,0.000,false,false,"/as_limb (67,69)"
"as_wide (73, 75)",1.000,1.000,1.000,0.000,false,false,"/as_wide (73,75)"
"split_u64 (83, 85)",0.000,0.000,2.000,4.000,false,false,"/split_u64 (83,85)"
"split_u64 (90, 92)",1.000,1.000,1.000,0.000,false,false,"/split_u64 (90,92)"
"nonzero (101, 105)",2.000,1.000,2.000,0.000,false,false,"/nonzero (101,105)"
"u64_to_hi64_1 (109, 113)",1.000,1.000,1.000,0.000,false,false,"/u64_to_hi64_1 (109,113)"
"u64_to_hi64_2 (117, 127)",2.455,0.818,3.009,1.200,false,false,"/u64_to_hi64_2 (117,127)"
"add (215, 217)",1.000,1.000,1.000,0.000,false,false,"/add (215,217)"
"iadd (221, 225)",1.000,1.000,1.000,0.000,false,false,"/iadd (221,225)"
"sub (231, 233)",0.000,0.000,2.000,4.000,false,false,"/sub (231,233)"
"isub (237, 241)",0.000,0.000,2.000,4.000,false,false,"/isub (237,241)"
"mul (249, 256)",1.600,1.600,1.000,0.000,false,true,"/mul (249,256)"
"imul (260, 264)",1.000,1.000,1.000,0.000,false,false,"/imul (260,264)"
"iadd_impl (284, 304)",5.333,1.067,5.000,0.000,false,false,"/iadd_impl (284,304)"
"iadd (308, 310)",1.000,1.000,1.000,0.000,false,false,"/iadd (308,310)"
"isub_impl (317, 330)",0.000,0.000,12.000,12.000,false,false,"/isub_impl (317,330)"
"imul (336, 347)",3.333,1.111,3.000,0.000,false,false,"/imul (336,347)"
"mul (351, 356)",0.000,0.000,2.000,4.000,false,false,"/mul (351,356)"
"imul_pow5 (390, 442)",4.545,0.758,7.027,7.333,false,false,"/imul_pow5 (390,442)"
"leading_zeros (448, 450)",2.000,1.000,2.000,0.000,false,false,"/leading_zeros (448,450)"
"bit_length (454, 461)",2.667,1.333,2.000,0.000,false,false,"/bit_length (454,461)"
"ishl_bits (469, 497)",5.400,1.350,4.000,0.000,false,false,"/ishl_bits (469,497)"
"ishl_limbs (503, 509)",2.000,1.000,2.000,0.000,false,false,"/ishl_limbs (503,509)"
"ishl (513, 523)",2.444,1.222,2.000,0.000,false,false,"/ishl (513,523)"
"normalize (529, 535)",1.200,0.600,2.256,3.200,false,false,"/normalize (529,535)"
"compare (550, 567)",4.235,0.706,6.105,3.429,false,false,"/compare (550,567)"
"less (571, 573)",0.000,0.000,2.000,4.000,false,false,"/less (571,573)"
"greater_equal (577, 579)",0.000,0.000,2.000,4.000,false,false,"/greater_equal (577,579)"
"iadd_impl (587, 612)",0.000,0.000,30.000,20.000,false,false,"/iadd_impl (587,612)"
"iadd (616, 618)",0.000,0.000,2.000,4.000,false,false,"/iadd (616,618)"
"add (622, 627)",0.000,0.000,2.000,4.000,false,false,"/add (622,627)"
"isub (632, 654)",0.000,0.000,20.000,16.000,false,false,"/isub (632,654)"
